generation,best_time,average_time,Pc,Pm,reward
1,1118,1261.94,0.7813317732072499,0.12595179547001276,0.0035778175313059034
2,1114,1236.6133333333332,0.5877411974851597,0.07856323730370895,0.0
3,1114,1209.0,0.7250000638132115,0.14643884040048852,0.018850987432675045
4,1093,1209.7333333333333,0.6208629178683165,0.18629460674396403,0.0
5,1093,1200.1566666666668,0.4652842991837088,0.09565045412998067,0.0
6,1093,1184.82,0.5329403869008869,0.0640940966477756,0.0
7,1093,1171.9966666666667,0.6040117675787078,0.08834695268330257,0.0
8,1093,1167.99,0.7734426087687976,0.07948412430387126,0.03202195791399817
9,1058,1163.65,0.8073904847244253,0.026378498798078402,-0.01890359168241966
10,1078,1158.1366666666668,0.7346576448649126,0.2048467219219586,0.008348794063079777
11,1069,1155.1966666666667,0.8545443506296031,0.12802824815501448,0.00841908325537886
12,1060,1149.6366666666668,0.8436160118883984,0.09244635377433268,0.009433962264150943
13,1050,1140.2533333333333,0.5332868745256818,0.12183698801795236,0.0
14,1050,1129.9366666666667,0.7867737303192703,0.1035459937274873,0.0
15,1050,1126.4466666666667,0.7937559534386571,0.1792487623111108,0.0
16,1050,1122.96,0.8103821754928628,0.16254542347527665,0.017142857142857144
17,1032,1118.8433333333332,0.5557670052735456,0.06411686069769065,0.0
18,1032,1107.04,0.6789156895635484,0.19459021923140438,0.0
19,1032,1104.13,0.8886216753627252,0.17853111006572808,0.0
20,1032,1107.1033333333332,0.7139047359116015,0.17102386378075815,0.001937984496124031
21,1030,1099.4033333333334,0.7870725469543896,0.1479357746434956,0.0
22,1030,1096.7266666666667,0.6129902591476256,0.03528102849269231,0.0
23,1030,1088.64,0.755013140954098,0.033853150678348945,0.0
24,1030,1083.82,0.4867022878450483,0.14167096363712908,0.0
25,1030,1079.5233333333333,0.8559993929168063,0.024448174588152197,0.0
26,1030,1081.5766666666666,0.7745897441667862,0.16958343047641844,0.005825242718446602
27,1024,1078.24,0.6757420568942965,0.053537757874844286,-0.0029296875
28,1027,1063.1233333333332,0.8892351751825303,0.19992303202738543,0.0
29,1027,1058.5933333333332,0.4684856776042498,0.029307983488653967,-0.0029211295034079843
30,1030,1046.77,0.8093370612258644,0.09051009151320281,0.0048543689320388345
31,1025,1053.1633333333334,0.43150311291334303,0.11484253620476101,0.0
32,1025,1049.0866666666666,0.48171147873140585,0.042121258417103694,0.0
33,1025,1040.9133333333334,0.7050692033846007,0.19051710689119908,-0.004878048780487805
34,1030,1047.9133333333334,0.6170654017684998,0.13434558383091286,0.0
35,1030,1040.8066666666666,0.7728092843500756,0.18833264038551095,0.0
36,1030,1044.5366666666666,0.49584015505436024,0.12020443340278004,0.0
37,1030,1042.1466666666668,0.5915500428203692,0.17435314722254205,0.0
38,1030,1044.6566666666668,0.7893335535578714,0.04567979203337965,0.0
39,1030,1039.8,0.6840182533749983,0.027155770811273704,0.0
40,1030,1039.4766666666667,0.8771562774555282,0.10956667784622853,0.0
41,1030,1045.7733333333333,0.7250906798809924,0.03090380907570519,0.0
42,1030,1037.03,0.6494469782167024,0.05913330980166528,0.0
43,1030,1035.9366666666667,0.800342132255083,0.07319579739803454,0.0
44,1030,1037.1433333333334,0.4997889675724272,0.10843595572000497,0.0
45,1030,1036.0066666666667,0.8595407530924408,0.16230369782244702,0.0
46,1030,1042.9166666666667,0.6857299171747868,0.02923540829898163,0.0
47,1030,1034.3933333333334,0.46868567695390057,0.14509857670004356,0.0
48,1030,1041.27,0.7511855389125046,0.04849320003746486,0.0
49,1030,1037.26,0.40449092514480717,0.18782238201454288,0.0
50,1030,1041.8566666666666,0.4462530819838307,0.20529063001108552,0.0
51,1030,1042.2233333333334,0.6828572337671619,0.09156244600459287,0.0
52,1030,1044.0233333333333,0.589181283293825,0.07953291759104104,0.0
53,1030,1040.62,0.604776041810893,0.03725599805407159,0.0
54,1030,1037.01,0.46654580810531227,0.08524902004295272,0.0
55,1030,1036.8466666666666,0.6344244245403954,0.12794718615397363,0.0
56,1030,1041.9933333333333,0.702205925104316,0.20194661788118,0.0
57,1030,1045.1033333333332,0.7504732125809325,0.04183067371705617,0.0
58,1030,1039.03,0.8686925908735699,0.10312644497423147,0.0
59,1030,1041.6333333333334,0.66308434589844,0.12072614031083843,0.0
60,1030,1043.7833333333333,0.7372287060435647,0.11424715357176543,0.0
61,1030,1041.1833333333334,0.41933973549303893,0.16782831303434292,0.0
62,1030,1042.5433333333333,0.8174080761929233,0.2030104689896268,0.0
63,1030,1045.6166666666666,0.7441877719877756,0.12697662978929122,0.0
64,1030,1041.7366666666667,0.5456289664938501,0.10766124912692396,0.0
65,1030,1040.6166666666666,0.5390145933881829,0.12351077614701247,0.0
66,1030,1041.59,0.7273617762922593,0.0295078649100775,0.0
67,1030,1037.5533333333333,0.8469311437145568,0.021299035347053498,0.0
68,1030,1036.1533333333334,0.7105488860318943,0.05093228174569414,0.0
69,1030,1040.25,0.7307079762114074,0.06987222011979677,0.0
70,1030,1036.56,0.8112509882394858,0.07589691452403372,0.0
71,1030,1039.8133333333333,0.8955073299629461,0.10873035806613225,0.0
72,1030,1040.2733333333333,0.6736568322752989,0.08796075208147279,0.0
73,1030,1038.69,0.8194274763070795,0.08868181268487747,0.0
74,1030,1035.6133333333332,0.4470780166361192,0.202247738563561,0.0
75,1030,1049.08,0.8319532811536728,0.08629977078005073,0.0
76,1030,1039.9333333333334,0.8300470299770095,0.1576088357330317,0.0
77,1030,1046.53,0.5477138956728123,0.04476926341939521,0.0
78,1030,1038.6266666666668,0.6561307885539411,0.11122378557795431,0.0
79,1030,1041.3666666666666,0.6696672488957538,0.1698319850071756,0.0
80,1030,1040.8133333333333,0.6482187176904091,0.14003303621825133,0.0
81,1030,1048.0933333333332,0.6075381399020964,0.10523232429850901,0.0
82,1030,1041.66,0.8553000080457756,0.16521961066666302,0.0
83,1030,1048.44,0.5990328718848319,0.09443627384406875,0.0
84,1030,1043.0333333333333,0.6994833515971964,0.12027857579948602,0.0
Total Time,352.2481961250305,,,,
