generation,best_time,average_time,Pc,Pm,reward
1,210,254.48666666666668,0.64902678865543,0.04470590741642241,0.023809523809523808
2,205,240.16666666666666,0.8670957456195759,0.11821976149191467,0.014634146341463415
3,202,232.87,0.582570929791011,0.204030219967913,0.0297029702970297
4,196,228.32666666666665,0.6087951629732494,0.03484232591493887,-0.025510204081632654
5,201,221.10666666666665,0.6682423904664632,0.177008164458068,0.01990049751243781
6,197,220.13,0.5603420209872352,0.19172872925650558,-0.01015228426395939
7,199,218.54,0.6893681121412071,0.07877414058824506,0.020100502512562814
8,195,216.02666666666667,0.5123422864607643,0.18446989066266767,0.0
9,195,218.10666666666665,0.8963493796320177,0.03534560602576085,0.005128205128205128
10,194,213.46,0.5925236154296603,0.04868244320882292,0.02577319587628866
11,189,209.38666666666666,0.640490757138521,0.11059996131830066,-0.010582010582010581
12,191,208.84666666666666,0.5712551694500431,0.12814240079045952,0.010471204188481676
13,189,209.45333333333335,0.8918220677949046,0.20984940793217968,0.010582010582010581
14,187,209.49666666666667,0.4116712025909574,0.1789446793888726,-0.016042780748663103
15,190,210.71666666666667,0.53300132797407,0.18723043963608887,0.015789473684210527
16,187,209.48666666666668,0.48688070490388563,0.17045051922935694,0.0
17,187,207.86666666666667,0.4443397151886067,0.09593786794030354,0.0
18,187,204.87333333333333,0.7284137980074877,0.056728719143191365,0.0
19,187,202.32666666666665,0.7547107444528441,0.10902468772092615,0.0
20,187,202.23,0.5800265567157843,0.09239478971231972,0.016042780748663103
21,184,202.65333333333334,0.408338220986356,0.08480880754149252,0.010869565217391304
22,182,201.46,0.580737128488314,0.06713130349935999,-0.016483516483516484
23,185,200.10333333333332,0.44113887138223723,0.12098983415936806,0.005405405405405406
24,184,202.02,0.8701898689096209,0.06112036015161591,0.0
25,184,197.81,0.5487063349607078,0.043721499291795154,0.0
26,184,196.39333333333335,0.8408315915216784,0.16519626990822034,0.005434782608695652
27,183,199.53666666666666,0.5827743467304627,0.1971042094144137,0.0
