generation,best_time,average_time,Pc,Pm,reward
1,1053,1214.1866666666667,0.5757180131396782,0.034657322905620326,0.011396011396011397
2,1041,1185.4066666666668,0.6555640118408146,0.10164197073033872,-0.008645533141210375
3,1050,1162.9133333333334,0.6973205638194018,0.11830088976217959,0.03333333333333333
4,1015,1150.0633333333333,0.8335418651540073,0.16086317817274365,0.0
5,1015,1151.8933333333334,0.5615188481539972,0.019295542796358624,0.0
6,1015,1132.41,0.48858804766652364,0.12401803679773538,0.0
7,1015,1111.3633333333332,0.8467928945250052,0.11352996686047796,0.0
8,1015,1111.3066666666666,0.7063107031289337,0.14525652559350502,0.003940886699507389
9,1011,1094.3833333333334,0.7217297702160465,0.08101802079046046,-0.020771513353115726
10,1032,1087.8833333333334,0.4807403005042634,0.09219124531237148,0.013565891472868217
11,1018,1076.5166666666667,0.8926138400273529,0.08628568305813976,0.018664047151277015
12,999,1084.0633333333333,0.7989101625879614,0.19287712767530668,-0.015015015015015015
13,1014,1086.7433333333333,0.45338248991230695,0.17001931068354947,0.005917159763313609
14,1008,1083.5866666666666,0.8146783908506114,0.08379995429112173,-0.00992063492063492
15,1018,1085.4066666666668,0.8933646339838441,0.13794786949654755,0.026522593320235755
16,991,1094.4533333333334,0.8388229545905725,0.20524991270329165,0.007063572149344097
17,984,1094.8566666666666,0.5969300759836305,0.15194358774504493,-0.011178861788617886
18,995,1092.98,0.7638654092698505,0.07750436519198448,0.005025125628140704
19,990,1086.1166666666666,0.8599954764732138,0.17703944245687894,0.0
20,990,1092.95,0.49862010152935765,0.09712912938294013,0.0
21,990,1082.12,0.686885697450403,0.15682175337109253,0.0
22,990,1088.9766666666667,0.8024769958107021,0.1615856121688426,0.013131313131313131
23,977,1081.8433333333332,0.685788984935446,0.04705604453039697,-0.01330603889457523
24,990,1074.7033333333334,0.8636850915996737,0.1308050598482053,0.0
25,990,1072.4866666666667,0.7472987277248249,0.08509987199936522,0.0
26,990,1074.8966666666668,0.7123173520589162,0.08004287727936521,0.020202020202020204
27,970,1067.2733333333333,0.7362273817474609,0.1778732454132812,-0.004123711340206186
28,974,1059.4466666666667,0.6609278169665662,0.09684779022901321,0.0
